0,228.8360732339323,200.34586466165413,160.6757996686632
1,209.65321505486617,177.03471438826787,137.29427750999898
2,228.71715210355987,206.72080443828017,175.44077669902913
3,225.47005331753556,201.9067239336493,169.99520142180094
4,224.93354443226565,198.16709292412617,163.0837088458572
5,202.34773909563825,170.62479991996798,136.11819727891157
6,229.6630295250321,209.56485587583148,181.8223538335862
7,214.03531791591493,189.29588322125636,160.0154174184025
8,225.3208399787347,208.62349813928762,176.39093567251462
9,229.54784688995215,207.9043062200957,176.2384370015949
10,215.74450406785527,188.67136922278,156.808637701229
11,215.4095561484356,190.19432452097988,159.57244724715014
12,231.5813186813187,210.39731379731379,179.53296703296704
13,232.19427083333332,209.95711805555555,178.22644675925926
14,225.713171273301,205.7841407117396,177.32928183252497
15,230.40690113787497,207.61681690557114,174.72735333234817
16,233.45864258617846,211.64386442355269,178.1917779976909
17,229.19003787081843,200.71007784557122,160.6178203240059
18,233.75939955106622,214.0960531238309,183.3970258136925
19,231.59524347106193,206.85621283961768,173.72412884774593
20,226.78579494128275,206.4743394308943,178.44046409214093
21,226.67383805374,198.59250181554103,160.55700798838055
22,238.44126607989168,224.69515910629656,202.0897088693297
23,226.67006877377815,203.89665642376355,173.6350965759438
24,207.89764824547433,177.53962945267293,143.65578382969687
25,225.08256413736936,197.52399212705308,159.82262114836433
26,228.72059275971696,203.09270844015998,166.53789354937956
27,208.8080808080808,179.3808867899777,143.35904499540862
28,227.0324369747899,201.9097899159664,168.06873949579833
29,225.81349206349208,201.2280242905243,162.1196188071188
30,227.18815318005375,199.98954911914004,165.04113168109885
31,224.22027567340066,198.50610269360268,163.87031776094275
32,238.7044461914745,230.20999301187982,214.30599231306778
33,225.4042328042328,202.78090637221072,170.44034966643662
34,223.76744044725328,197.04989061740397,160.22824501701507
35,238.63936996118244,224.78131531800537,199.36820692744104
36,221.99109643857543,193.42837134853943,159.0079031612645
37,226.52335969771687,204.0982420186365,173.6028371065356
38,210.287616789848,180.20443452795985,143.72061079347372
39,237.28448761261262,218.0353322072072,183.36810247747746
40,222.06392339544513,196.28588681849553,162.72778640441683
41,236.9256913470116,218.9193577163247,186.70624442462088
42,226.45217163788593,207.09037153322868,166.91072736787024
43,211.64407191448007,180.450583090379,142.84985422740525
44,228.32886473429951,200.19987922705315,159.06642512077295
45,221.26538756225258,193.23774102924276,156.4922742944707
46,228.91891674702669,205.5129781420765,171.79468016714884
47,236.66884142163434,219.24092114278906,192.02648434474335
48,213.02513575777522,182.0240661510614,145.80915747901926
49,225.75145067698259,199.8124865678057,165.12045991833227
50,236.1213870759521,214.8800831958689,182.09904611633078
51,230.04985984374068,206.39518101031788,172.99785292538917
52,224.84102026554856,198.88095238095238,165.04941599281221
53,232.8040893048949,211.24232775817094,179.94571888905938
54,228.0864812508648,205.13612148886122,173.12847654628476
55,231.69060773480663,214.97881687104163,189.93041369087723
56,235.725007244277,218.24662738658682,189.880936282559
