k, knn, svm, ridge, lasso, linear, rf, xgb
5,0.5355766440194942,0.3466360596314702,0.4176083032314947,0.3268366426651085,0.5149947795387207,0.41012244839780054,0.2831862425264614
2,0.45871345488817483,0.3835679105898516,0.42589792990003683,0.3476579039517786,0.5147999914116176,0.46778180114682105,0.34871305954198073
10000,0.49962904248224493,0.39886634005064886,0.4471196904003331,0.384558327459078,0.4480144317807465,0.4745338284545543,0.3493570254335448
